iter	likelihood	#indels	#substs	rs07:mean_length	rs07:rate	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	f:pi[A]	f:pi[C]	f:pi[D]	f:pi[E]	f:pi[F]	f:pi[G]	f:pi[H]	f:pi[I]	f:pi[K]	f:pi[L]	f:pi[M]	f:pi[N]	f:pi[P]	f:pi[Q]	f:pi[R]	f:pi[S]	f:pi[T]	f:pi[V]	f:pi[W]	f:pi[Y]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
132	-5.975287835198381E3	56	772	2.3088508560771475E0	3.407307079485274E-2	56	772	-5.975287835198381E3	-5.288428800867865E2	181	117	8.217839388324731E-2	1.5192094921033617E-2	6.290500871110798E-2	7.16634064140905E-2	3.32200697174651E-2	7.827652971754401E-2	1.9957587596150857E-2	3.7662532718868304E-2	3.740984092304837E-2	7.41647807252475E-2	1.57522976565284E-2	3.4297182650978926E-2	8.613583936687594E-2	4.818738496795381E-2	5.756013751967667E-2	6.000329680953995E-2	6.983844439924211E-2	6.1700363989205566E-2	2.0398419453205825E-2	3.3496387858989354E-2	1.1177330851821286E-2	-5.288428800867865E2	4.71548342415407E0	4.728860894757274E0	4.71548342415407E0	4.728860894757274E0	181	1.00283692453136E0	117	-6.138163963868374E3	-1.6287612866999268E2
133	-5.95754780990097E3	58	768	1.8549618692494136E0	3.34232494757833E-2	58	768	-5.95754780990097E3	-5.49296914977497E2	182	122	8.290444340652621E-2	1.2135353739833222E-2	6.346077707586138E-2	7.229655558633416E-2	3.3513570413231E-2	7.896810610885303E-2	2.013391371151116E-2	3.79952827597715E-2	3.7740358421439815E-2	7.482002964342606E-2	1.630391184593188E-2	3.460019968425084E-2	8.268109773878717E-2	4.861312251563264E-2	5.806868372545191E-2	5.869266422572263E-2	7.045546995628389E-2	6.224548926780545E-2	2.0578640336333377E-2	3.379232983701263E-2	1.5181343372052979E-2	-5.49296914977497E2	5.470672024623445E0	4.957385493897886E0	5.470672024623445E0	4.957385493897886E0	182	9.061748669239791E-1	122	-6.092898006595188E3	-1.353501966942182E2
134	-5.956171601284536E3	57	767	1.9471945540567175E0	3.3706417901907516E-2	57	767	-5.956171601284536E3	-5.39881834232934E2	181	120	8.352849687393954E-2	1.2937751004953438E-2	6.3938470627035E-2	7.284075942320764E-2	3.3765839881095626E-2	7.956252925925819E-2	2.0285469383897234E-2	4.143565866428592E-2	3.726524776891026E-2	7.538322863508919E-2	1.6426637628794493E-2	4.725241389072766E-2	8.330346999790023E-2	2.5953680277360284E-2	5.8505788926789565E-2	5.913446636704072E-2	7.098581523716173E-2	6.271403488263984E-2	2.0733543636191124E-2	3.404669763372233E-2	6.971219437592353E-2	-5.39881834232934E2	4.743915555831468E0	4.958907662108975E0	4.743915555831468E0	4.958907662108975E0	181	1.0453195474808203E0	120	-6.14579624199134E3	-1.8962464070680335E2
135	-5.971041796400334E3	56	770	1.9201346611936725E0	3.60808126300365E-2	56	770	-5.971041796400334E3	-5.297324272051975E2	181	118	8.842875731934634E-2	1.2652156483617413E-2	6.252706018122459E-2	7.399706273207902E-2	3.302047549166981E-2	7.780622536599409E-2	1.983767757552555E-2	3.7822194391396995E-2	4.3409331433296935E-2	7.371918075763663E-2	2.703775652594515E-2	4.6209339980746916E-2	7.878912641943135E-2	2.5380765487696837E-2	5.721430227060523E-2	5.782910196405522E-2	6.941883810825093E-2	6.132965325661374E-2	2.027586080800016E-2	3.329513344686695E-2	1.5116599872561523E-2	-5.297324272051975E2	4.484326719768228E0	4.645647013139943E0	4.484326719768228E0	4.645647013139943E0	181	1.0359742506406964E0	118	-6.139579544132144E3	-1.6853774773181055E2
136	-5.949457128659022E3	56	770	2.3372002928031907E0	3.592843473758903E-2	56	770	-5.949457128659022E3	-5.273250382249018E2	181	118	8.900867078997016E-2	1.273512899391509E-2	6.293711100153239E-2	7.448233352820656E-2	2.5408536894590245E-2	7.128315145440836E-2	1.9967772544636036E-2	3.807023134997275E-2	5.199784602984691E-2	7.420262921106585E-2	2.7215069423922652E-2	4.651237962006578E-2	7.930582344350358E-2	2.5547211881915693E-2	5.7589512163912275E-2	5.8208343697623E-2	6.987408502740243E-2	6.1731851513723214E-2	2.0408829371253736E-2	3.351348205853325E-2	2.310196857218133E-2	-5.273250382249018E2	4.441885815887388E0	4.730673881984377E0	4.441885815887388E0	4.730673881984377E0	181	1.0650147433020623E0	118	-6.095905686738599E3	-1.4644855807957708E2
137	-5.951523153500662E3	57	773	1.8578343234197559E0	2.83359109510281E-2	57	773	-5.951523153500662E3	-5.358313066600351E2	181	118	9.419365685084118E-2	1.2432651112047948E-2	6.144226285074596E-2	7.271326950907503E-2	2.828354680403049E-2	6.959007267404843E-2	1.9493508832993053E-2	3.716600784768754E-2	5.076282137196737E-2	7.244020857728505E-2	2.6568671844585327E-2	4.5407642787419635E-2	7.742219450606744E-2	2.494042835099542E-2	5.622167728250469E-2	6.41000204656557E-2	6.821447362915184E-2	6.59653067901765E-2	1.9924089916902366E-2	3.271748799581892E-2	7.272650080432179E-2	-5.358313066600351E2	4.911022720662039E0	5.092711034699661E0	4.911022720662039E0	5.092711034699661E0	181	1.0369960239184415E0	118	-6.115825719162173E3	-1.643025656615107E2
138	-5.939040534548891E3	59	768	2.038929215512342E0	2.9742688198157466E-2	59	768	-5.939040534548891E3	-5.517537539008075E2	182	120	9.429579576437706E-2	1.2446132460149405E-2	6.150888778264238E-2	7.279211615964153E-2	2.8314216074532217E-2	6.966553268540639E-2	2.2161395890711227E-2	3.7256556587378475E-2	3.32438809269781E-2	7.251875913416718E-2	2.659748159002917E-2	4.5456880575351334E-2	7.750614728054074E-2	2.4967472510231372E-2	5.628264127123584E-2	6.416952733763498E-2	6.828844200936811E-2	6.603683628581206E-2	1.994569460840008E-2	4.654560306541221E-2	2.023271766068738E-2	-5.517537539008075E2	5.744135160761694E0	5.44258808430682E0	5.744135160761694E0	5.44258808430682E0	182	9.475034852043963E-1	120	-6.078805686239479E3	-1.397651516905877E2
139	-5.940892745824058E3	56	768	2.1740412127644713E0	3.360814408185208E-2	56	768	-5.940892745824058E3	-5.304458388712424E2	181	118	9.388672421659976E-2	1.2392138974776664E-2	6.1242051539060746E-2	6.514638803390484E-2	2.819138408504827E-2	6.936331149885888E-2	2.206525590435837E-2	3.709493117084204E-2	4.762048432045302E-2	7.220416015548067E-2	2.6482097093055424E-2	3.554373563190466E-2	8.164092710714216E-2	2.485915927589196E-2	5.603847739318394E-2	6.389114877732527E-2	6.799219488146989E-2	6.575035701480346E-2	2.3433670255353728E-2	4.516140267048633E-2	1.3071768580378654E-2	-5.304458388712424E2	4.643467904281077E0	4.705072099464769E0	4.643467904281077E0	4.705072099464769E0	181	1.013266850649898E0	118	-6.123789150124838E3	-1.8289640430078043E2
140	-5.979748679506878E3	57	768	2.0222440156930777E0	4.2956320883310535E-2	57	768	-5.979748679506878E3	-5.324448385012728E2	181	118	9.48774219472596E-2	1.2240349090246011E-2	6.049190469593257E-2	6.434841742226281E-2	2.784607106493619E-2	8.636203736263647E-2	2.4290698208144394E-2	3.6640559626869254E-2	4.703718648696293E-2	7.131973970514992E-2	2.4794927970324017E-2	3.5108364503616284E-2	8.064091678416303E-2	2.4554662294079765E-2	5.5352068531073974E-2	4.981884281288821E-2	6.715936630917492E-2	6.936160541453636E-2	2.3146633924545173E-2	4.460822584519827E-2	6.0010486893956896E-2	-5.324448385012728E2	4.6486398905372175E0	4.620292669661838E0	4.6486398905372175E0	4.620292669661838E0	181	9.939020398346873E-1	118	-6.14968081260848E3	-1.6993213310160172E2
141	-5.9378615147175215E3	58	766	2.2396057505121654E0	2.569350555189499E-2	58	766	-5.9378615147175215E3	-5.52032938227884E2	182	120	9.569861776849872E-2	1.2643332368733794E-2	6.101548236420764E-2	6.490537449809786E-2	2.808708812386476E-2	8.710952968209808E-2	2.4500942325808104E-2	3.695769592585274E-2	4.744430906884982E-2	7.193703590708812E-2	2.5009536365232492E-2	3.5412239141324464E-2	7.238651745175081E-2	2.476719110919708E-2	5.5831159198186826E-2	5.0250041560675175E-2	6.774065308782307E-2	6.996195330923904E-2	2.3346975783171506E-2	4.4994324960299974E-2	1.637544275981945E-2	-5.52032938227884E2	5.449043403270069E0	4.903276877129245E0	5.449043403270069E0	4.903276877129245E0	182	8.998417729957334E-1	120	-6.0750979384056445E3	-1.3723642368812318E2
142	-5.985187659734597E3	56	771	2.0674728917134626E0	4.730236343328108E-2	56	771	-5.985187659734597E3	-5.348710747238102E2	181	118	9.496836582926152E-2	1.3602943215109436E-2	6.0549888655970996E-2	6.441009800717915E-2	3.444742073143862E-2	8.644481890090086E-2	2.43139818339665E-2	3.667568109900456E-2	4.708227355035249E-2	7.13881025870562E-2	2.481869492095673E-2	3.514201730417902E-2	7.183415425177606E-2	2.4578198940253725E-2	5.540512574833111E-2	4.986659620741833E-2	6.722374130334731E-2	6.942809134479057E-2	2.3168820918048706E-2	4.465098465065818E-2	1.986886757431202E-2	-5.348710747238102E2	4.460061792906641E0	4.779991170458523E0	4.460061792906641E0	4.779991170458523E0	181	1.0717320504529113E0	118	-6.190218176291986E3	-2.0503051655738886E2
143	-5.974686473620578E3	56	771	1.8015777794549708E0	3.126700705569027E-2	56	771	-5.974686473620578E3	-5.310377873609136E2	181	118	9.600677688057362E-2	1.3751681654921445E-2	6.1211958314504634E-2	6.511437628977061E-2	3.482407860129217E-2	8.739003107225433E-2	1.810090843878908E-2	3.7076703399799696E-2	4.759708448501133E-2	7.216868035114951E-2	2.2550054782983428E-2	3.552627008999263E-2	7.261960927130129E-2	2.48469439394758E-2	5.601094110983621E-2	5.0411851715828335E-2	6.795878475987516E-2	7.01872377899716E-2	2.1506815869856238E-2	4.5139211182812784E-2	1.9548466957908184E-2	-5.310377873609136E2	5.483062742550812E0	4.902278922224982E0	5.483062742550812E0	4.902278922224982E0	181	8.9407675097009E-1	118	-6.082968073186023E3	-1.0828159956544471E2
144	-5.976874865399819E3	56	770	2.7704754343174E0	3.982008466725017E-2	56	770	-5.976874865399819E3	-5.325627229842181E2	182	120	9.721268247932931E-2	1.3924411439617835E-2	6.198081907247054E-2	6.593225387590179E-2	3.5261490966557237E-2	8.372581074084709E-2	1.517477357744308E-2	3.754241015161411E-2	4.8194933850752686E-2	7.307516444027293E-2	2.283329767685616E-2	3.5972502422713486E-2	7.353175731173231E-2	2.5159037208119274E-2	5.1096575079814674E-2	5.104505633120023E-2	6.978504652520268E-2	7.106883371228248E-2	2.1776955025773627E-2	4.5706188111498576E-2	1.2403704001511062E-2	-5.325627229842181E2	4.919113948186589E0	5.073660712928479E0	4.919113948186589E0	5.073660712928479E0	182	1.03141760210675E0	120	-6.123818095105742E3	-1.469432297059227E2
145	-5.962612803811769E3	56	770	1.8543563838245714E0	4.2967116667218114E-2	56	770	-5.962612803811769E3	-5.315310737703709E2	181	115	1.0280756518723692E-1	1.4725803262108424E-2	6.081133318690291E-2	6.972685369246477E-2	2.3222890713613102E-2	8.854448335405388E-2	1.6048127507398695E-2	3.970308894386021E-2	3.9388293441871336E-2	7.728086027621824E-2	2.4147422738304943E-2	3.804282829616935E-2	7.776373144281287E-2	2.660701558535664E-2	5.403733689253541E-2	5.398285308474963E-2	7.38013861643995E-2	4.799112492741276E-2	2.3030284385659256E-2	4.833671691687097E-2	1.6178791306610618E-1	-5.315310737703709E2	4.2144983166508325E0	4.6541334141124775E0	4.2144983166508325E0	4.6541334141124775E0	181	1.1043149301364565E0	115	-6.15187808312868E3	-1.8926527931691157E2
146	-5.9673288737056355E3	58	768	2.4158951226198013E0	2.79544158712808E-2	58	768	-5.9673288737056355E3	-5.492633453647611E2	182	120	7.094826668734883E-2	1.5212881028943036E-2	6.282275815569414E-2	7.203317271496044E-2	2.399102224076291E-2	9.147322336571706E-2	1.709775682419967E-2	4.101632745146489E-2	4.0691119621714386E-2	7.983703926166318E-2	2.494613453234672E-2	4.096566656746304E-2	8.033588210771783E-2	2.7487082057981352E-2	5.582470189468995E-2	5.576841595421554E-2	7.624247638694452E-2	4.957850250821158E-2	2.3792045173065487E-2	4.993552546489549E-2	3.401724201360411E-2	-5.492633453647611E2	5.224250347980513E0	4.763758965120119E0	5.224250347980513E0	4.763758965120119E0	182	9.118550314039982E-1	120	-6.139681893634346E3	-1.723530199287104E2
147	-5.969063742239812E3	56	772	2.5939998873091925E0	3.076156154874877E-2	56	772	-5.969063742239812E3	-5.357237215025825E2	181	118	7.114233868175773E-2	1.5254494366376676E-2	6.299460362195862E-2	7.223021236293378E-2	2.4056647318746717E-2	9.172343935720599E-2	1.7144526053692103E-2	4.1128523574689616E-2	4.080242617095706E-2	8.005542561781606E-2	2.501437222591604E-2	4.1077724112830186E-2	7.782023150934321E-2	2.7562270263198282E-2	5.597740486743104E-2	5.5920964962311186E-2	7.645103017045404E-2	4.971411961784411E-2	2.3857125968881843E-2	5.007211917565569E-2	6.138844431190538E-2	-5.357237215025825E2	4.900769201340192E0	4.809839088498012E0	4.900769201340192E0	4.809839088498012E0	181	9.814457467580162E-1	118	-6.143720013506715E3	-1.7465627126690322E2
