iter	likelihood	#indels	#substs	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	f:pi[A]	f:pi[C]	f:pi[D]	f:pi[E]	f:pi[F]	f:pi[G]	f:pi[H]	f:pi[I]	f:pi[K]	f:pi[L]	f:pi[M]	f:pi[N]	f:pi[P]	f:pi[Q]	f:pi[R]	f:pi[S]	f:pi[T]	f:pi[V]	f:pi[W]	f:pi[Y]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
103	-4.056184252975813E3	95	381	95	381	-4.056184252975813E3	-6.812665094393975E2	644	135	8.287957259752873E-2	9.498730260476415E-3	5.746889135398423E-2	6.957747709719979E-2	2.5462076130836737E-2	5.3694049500586864E-2	2.357155232959279E-2	5.013446536510383E-2	6.409356218988724E-2	1.054733979454724E-1	1.8949915106538873E-2	5.107138071994559E-2	3.3296977920518805E-2	3.8221835518039475E-2	5.1111030794950836E-2	7.090157888843458E-2	6.376644617296567E-2	7.140330317252284E-2	6.81399491551983E-3	5.260976201989444E-2	6.818549543192097E-1	-6.812665094393975E2	6.522168100425326E-1	6.683520307322209E-1	6.522168100425326E-1	6.683520307322209E-1	644	1.0247390445036768E0	135	-4.771685144903568E3	-7.155008919277545E2
104	-4.040669826959646E3	98	377	98	377	-4.040669826959646E3	-6.95933518697423E2	646	139	8.178760040884349E-2	1.872152619379537E-2	5.671171525972677E-2	7.178232716694058E-2	2.512660288779676E-2	5.298660848810416E-2	2.3477763743954907E-2	4.947392332612462E-2	6.324910335411361E-2	1.0408374288822587E-1	2.466703536158003E-2	5.039849443885008E-2	3.285827664930162E-2	3.771824723834503E-2	5.0437622107937584E-2	6.448975305623902E-2	6.292629722419746E-2	7.046253551650117E-2	6.724217751999417E-3	5.191660693742256E-2	5.398136191494062E-1	-6.95933518697423E2	9.26899159038114E-1	6.58918031053124E-1	9.26899159038114E-1	6.58918031053124E-1	646	7.108842689391515E-1	139	-4.766180818484867E3	-7.255109915252211E2
105	-4.0817381976062165E3	99	382	99	382	-4.0817381976062165E3	-7.064708133298087E2	650	149	8.270534601917451E-2	1.8931602029217422E-2	5.734808223312838E-2	6.649402549142246E-2	4.3347446020376185E-2	5.358117572205161E-2	2.0151567531169427E-2	5.002907442154048E-2	6.395882691453651E-2	1.0525167540690827E-1	1.98535546850968E-2	5.096402022524478E-2	3.322698216220572E-2	3.814148689398148E-2	5.100358694923019E-2	5.082710876967499E-2	6.363239854962095E-2	7.125320161184819E-2	6.799670770476042E-3	5.249916759309559E-2	4.951128044790088E-1	-7.064708133298087E2	6.381790727414136E-1	6.350515626273217E-1	6.381790727414136E-1	6.350515626273217E-1	650	9.950993220434866E-1	149	-4.82624649686409E3	-7.445082992578729E2
106	-4.041918933312265E3	98	377	98	377	-4.041918933312265E3	-7.010950774029232E2	645	137	8.436384306156505E-2	1.9311238987218815E-2	5.849808799875764E-2	6.708044151369481E-2	4.421669588728697E-2	5.465564340449416E-2	2.0555668556781842E-2	5.103231152718569E-2	6.524139848189245E-2	1.0736229582954139E-1	2.0251679634825423E-2	4.1508107333255224E-2	3.9303596821661416E-2	3.890634123835942E-2	5.2026366033994506E-2	5.1846348923125604E-2	6.490842422237851E-2	7.268204786934054E-2	1.4491923410798932E-2	3.175753926384151E-2	3.065600266007652E-1	-7.010950774029232E2	1.0564417831625383E0	6.286131425531533E-1	1.0564417831625383E0	6.286131425531533E-1	645	5.95028663738907E-1	137	-4.777302106308623E3	-7.353831729963575E2
107	-4.0625137964268956E3	93	385	93	385	-4.0625137964268956E3	-6.770497441958549E2	641	129	8.276115640909111E-2	1.8944377262522797E-2	5.738678128928926E-2	6.580609311567787E-2	4.3376697307998216E-2	5.361733283224065E-2	2.0165166009326867E-2	5.0062834538449806E-2	6.400198696694571E-2	1.0532270028409668E-1	1.986695206122227E-2	4.071956466878797E-2	4.99416345740879E-2	3.81672251486169E-2	4.292099310733823E-2	6.741905995863769E-2	6.36753383249235E-2	7.130128398083847E-2	1.3388590930012127E-2	3.115423122989582E-2	4.2245284169958075E-1	-6.770497441958549E2	9.710255116767209E-1	7.349533800510488E-1	9.710255116767209E-1	7.349533800510488E-1	641	7.568836979184678E-1	129	-4.778348397886228E3	-7.158346014593324E2
108	-4.058708323944439E3	95	380	95	380	-4.058708323944439E3	-6.890286983708075E2	642	131	8.45482844937944E-2	1.905112879820596E-2	5.771015571039861E-2	6.964788295301103E-2	4.3621124928200486E-2	5.39194664173018E-2	2.0278796687652735E-2	5.034493853129015E-2	6.317929414048215E-2	1.0591619353234756E-1	1.997890230442582E-2	4.094901935080289E-2	4.0979659412287636E-2	3.8382297401503264E-2	4.316285283509603E-2	6.779896625406064E-2	6.403414875490675E-2	7.170306660243952E-2	1.3464035618565701E-2	3.132978527322661E-2	4.1247866251140336E-1	-6.890286983708075E2	1.310626513426265E0	7.209862032348379E-1	1.310626513426265E0	7.209862032348379E-1	642	5.501080558411885E-1	131	-4.784307828981428E3	-7.255995050369894E2
109	-4.0521949533530096E3	97	380	97	380	-4.0521949533530096E3	-6.926796007241452E2	645	137	8.262932768178931E-2	1.8618733349823006E-2	5.640033260653099E-2	6.806711428059374E-2	4.263107462346084E-2	5.269567899215594E-2	1.9818537378123E-2	4.920228066042954E-2	6.17453403045832E-2	1.035122582863821E-1	1.9525449571434227E-2	4.668767858795535E-2	5.607807837656687E-2	3.7511150559198896E-2	4.218320373908675E-2	6.626016166542724E-2	6.258079264378193E-2	7.007565229211718E-2	1.3158448071496994E-2	3.061870632906272E-2	3.0044884989948084E-1	-6.926796007241452E2	8.246584030103256E-1	7.127615744217555E-1	8.246584030103256E-1	7.127615744217555E-1	645	8.64311297647483E-1	137	-4.791661852323583E3	-7.394668989705729E2
110	-4.052309943715908E3	95	380	95	380	-4.052309943715908E3	-6.863457488999436E2	645	137	8.43410651381034E-2	1.9053501844935122E-2	5.7568713913504266E-2	6.947718298532776E-2	4.3514213931055395E-2	6.272071501382416E-2	2.0229095393191666E-2	5.022154814215076E-2	6.302444803445897E-2	1.0565660357718262E-1	1.9929936020985257E-2	4.765485392907783E-2	4.2205446635047404E-2	4.158670967527163E-2	4.305706501683544E-2	6.763279779555438E-2	6.38772074860607E-2	5.099871484802165E-2	9.092010633160928E-3	3.815816998625073E-2	3.320902857485619E-1	-6.863457488999436E2	5.287259457955942E-1	6.912756392088806E-1	5.287259457955942E-1	6.912756392088806E-1	645	1.3074365741002016E0	137	-4.781265763731832E3	-7.289558200159232E2
111	-4.053248270164376E3	95	383	95	383	-4.053248270164376E3	-6.841445072299034E2	640	127	8.495780333942003E-2	1.603818119144977E-2	5.798968114948818E-2	6.998523007717745E-2	4.383240860867303E-2	6.317935590126823E-2	2.037701925313618E-2	5.752333164248678E-2	6.348530994859415E-2	1.043115269226363E-1	2.0075672298726255E-2	4.403073909013934E-2	4.251407104239681E-2	4.189080961142737E-2	4.3371916824658525E-2	6.812735794835943E-2	5.934225143453292E-2	5.137163942056916E-2	9.158495331629764E-3	3.843719896323033E-2	4.461802964684229E-1	-6.841445072299034E2	9.392241571659019E-1	6.616934091330916E-1	9.392241571659019E-1	6.616934091330916E-1	640	7.045106368747412E-1	127	-4.769623733436562E3	-7.163754632721862E2
112	-4.0333890293598092E3	99	376	99	376	-4.0333890293598092E3	-7.147235183947178E2	648	143	8.701824635427513E-2	1.6427147915022887E-2	5.9396078546332096E-2	5.790302081218842E-2	4.489545610510129E-2	6.471161612261286E-2	2.0871213845432224E-2	5.891841887656268E-2	6.502499033447812E-2	1.0684134700470627E-1	2.056255846021482E-2	4.5098596605648925E-2	4.35451454966455E-2	4.2906768389288585E-2	4.442379622301368E-2	5.930660329725661E-2	6.078145210413552E-2	5.26175324574087E-2	9.38061215893577E-3	3.936939889073995E-2	5.81710580839296E-1	-7.147235183947178E2	8.401917906111354E-1	6.977546230260034E-1	8.401917906111354E-1	6.977546230260034E-1	648	8.304706506575998E-1	143	-4.7804767390995E3	-7.470877097396914E2
113	-4.06190181841582E3	93	383	93	383	-4.06190181841582E3	-6.724743423013781E2	643	133	8.556883335646438E-2	1.6153530338221145E-2	5.840675214789437E-2	5.693856341970077E-2	4.41476582541029E-2	6.05121737463378E-2	2.0523574012465504E-2	5.093902877471421E-2	6.394190638229641E-2	1.0506175199400285E-1	2.0220059722890926E-2	4.434741515989643E-2	4.281983899463396E-2	4.2192094968448786E-2	4.368385454002929E-2	5.831876723670117E-2	5.976905033328304E-2	7.851713652917837E-2	9.224364684868914E-3	3.871364540386873E-2	4.5220318635152656E-1	-6.724743423013781E2	1.0588205334135392E0	7.045209939185075E-1	1.0588205334135392E0	7.045209939185075E-1	643	6.653828214373565E-1	133	-4.766381529299303E3	-7.044797108834834E2
114	-4.0586332919040265E3	94	382	94	382	-4.0586332919040265E3	-6.791511901147879E2	641	129	8.732476149524225E-2	1.6485011291611302E-2	5.3544448641099E-2	5.810697979010682E-2	4.505359692766869E-2	6.1753922925938856E-2	2.094473110557031E-2	5.1984330790401656E-2	6.525403590726078E-2	1.0721768750696066E-1	2.0634988505281657E-2	4.5257452975147806E-2	4.3698529953004196E-2	4.3057904210938476E-2	5.619561877646693E-2	5.951550628750914E-2	6.099555013690942E-2	5.405321352460912E-2	9.413654650352432E-3	3.9508074597920446E-2	4.4025440228758606E-1	-6.791511901147879E2	8.559090652450608E-1	7.610610199925488E-1	8.559090652450608E-1	7.610610199925488E-1	641	8.89184436637138E-1	129	-4.777854002039246E3	-7.192207101352188E2
115	-4.043741355467681E3	94	381	94	381	-4.043741355467681E3	-6.807643235297329E2	642	131	8.759093255023401E-2	1.653525858426813E-2	5.370765529794776E-2	5.8284093312643726E-2	4.519092296463777E-2	4.5833758560575914E-2	2.677051480225755E-2	5.2142782115462256E-2	6.545293408095751E-2	1.0754449338090581E-1	2.0697885174750293E-2	4.539540037744666E-2	4.3831725665423225E-2	4.31891472580802E-2	5.6366906357211845E-2	5.969691308239375E-2	6.1181468193274545E-2	5.4217970927013526E-2	9.442348028344068E-3	4.6926889286171336E-2	4.7003441371367743E-1	-6.807643235297329E2	5.942183716350385E-1	7.27119451141624E-1	5.942183716350385E-1	7.27119451141624E-1	642	1.2236569682975262E0	131	-4.771514626380686E3	-7.277732709130051E2
116	-4.050172794085584E3	95	380	95	380	-4.050172794085584E3	-6.837683638962327E2	643	133	8.725203982067364E-2	1.647128302478433E-2	5.34998582877747E-2	5.805858988554704E-2	4.501607752357508E-2	4.5656425963555146E-2	2.6666938637819868E-2	5.194103966058149E-2	6.287330548284188E-2	1.0712839954733304E-1	2.7255219078441823E-2	4.5219763805309746E-2	4.3662139011649705E-2	4.302204676519207E-2	5.6148820601117026E-2	5.931340183846639E-2	6.094475470991669E-2	5.400819948579566E-2	9.405815216058398E-3	4.645588165356627E-2	6.044332502429369E-1	-6.837683638962327E2	9.519716842174873E-1	7.379419378584979E-1	9.519716842174873E-1	7.379419378584979E-1	643	7.751721506980325E-1	133	-4.7713710372570895E3	-7.211982431715052E2
117	-4.0614366284234147E3	92	380	92	380	-4.0614366284234147E3	-6.721514849888646E2	643	133	8.500503648868504E-2	1.651885170760157E-2	6.202057269529149E-2	7.083707078337935E-2	4.385677767916544E-2	4.0589900187621646E-2	2.5980184493203076E-2	5.0603401143199514E-2	6.1254128129470606E-2	1.0436951997009675E-1	2.655331493718383E-2	4.1887030880041316E-2	4.970573158037394E-2	4.1914099230337405E-2	5.47028190264003E-2	5.7785902746908945E-2	5.937524335887131E-2	5.261732536470108E-2	9.163587089655966E-3	4.525950250781135E-2	4.908343287665115E-1	-6.721514849888646E2	6.535894401208336E-1	6.789197794378002E-1	6.535894401208336E-1	6.789197794378002E-1	643	1.0387557352705754E0	133	-4.779751327728549E3	-7.183146993051346E2
118	-4.038696670418938E3	104	377	104	377	-4.038696670418938E3	-7.328595522802616E2	647	141	8.448769451951442E-2	1.641831772015971E-2	6.164311452889751E-2	7.040595527301509E-2	4.358986465067638E-2	4.642888492054608E-2	2.5822068687830546E-2	5.0295428059773585E-2	6.0881334556579805E-2	1.0373432545441756E-1	2.639171105104893E-2	4.163210576109174E-2	4.94032217278162E-2	4.165900937298852E-2	5.4369896822219266E-2	5.7434216847434424E-2	5.901388470780653E-2	5.229709550725859E-2	9.107817356644203E-3	4.49840524742808E-2	4.2485292038685407E-1	-7.328595522802616E2	6.443071398721499E-1	6.459981698993396E-1	6.443071398721499E-1	6.459981698993396E-1	647	1.002624571299218E0	141	-4.81668791107033E3	-7.779912406513922E2
119	-4.0595393426123387E3	95	383	95	383	-4.0595393426123387E3	-6.88453803552895E2	640	128	8.210415155811915E-2	1.5955128780487566E-2	5.990405640227412E-2	6.841968235971474E-2	4.236011970773331E-2	4.5119046340062176E-2	2.509358378337706E-2	4.887650765693852E-2	5.9163767551254916E-2	1.008078019802227E-1	2.5647155557226384E-2	4.04575925586751E-2	5.352577657289798E-2	5.016903507633E-2	5.2836028658110996E-2	5.581389895275767E-2	5.949714242200785E-2	6.168367879608552E-2	8.850870187265722E-3	4.371497509845843E-2	5.040246739512104E-1	-6.88453803552895E2	8.818212940241417E-1	6.383620158708114E-1	8.818212940241417E-1	6.383620158708114E-1	640	7.239131331901528E-1	128	-4.791513116203966E3	-7.319737735916275E2
120	-4.0353949985380386E3	97	378	97	378	-4.0353949985380386E3	-6.948896441743834E2	645	137	8.195362283907252E-2	1.5925876848009456E-2	5.9794229058530754E-2	6.829424257442089E-2	3.310993241471882E-2	4.503632564785251E-2	2.40039716960129E-2	4.878689808239876E-2	5.905529744378223E-2	1.0062298222368156E-1	2.5600134384728353E-2	4.03834181172127E-2	5.342764308719001E-2	5.007705579827243E-2	5.2739159747556746E-2	5.5711570452250496E-2	5.938806110923916E-2	6.830991568443363E-2	1.4144834177828462E-2	4.3634828612807604E-2	3.580654126876753E-1	-6.948896441743834E2	6.741923594278749E-1	7.35060618089856E-1	6.741923594278749E-1	7.35060618089856E-1	645	1.0902832223041423E0	137	-4.780773134471075E3	-7.45378135933036E2
121	-4.0539937143315883E3	96	382	96	382	-4.0539937143315883E3	-6.912589465168434E2	641	129	8.268288376987273E-2	1.6067592605917985E-2	6.032630553824088E-2	6.890195607362659E-2	3.340455978194216E-2	4.5437079533086684E-2	2.4217570047562413E-2	4.9221026281664436E-2	6.153661009322802E-2	1.0151837167852516E-1	2.582793612409352E-2	4.018921862685684E-2	5.390306676436819E-2	4.022194382810694E-2	5.320845698414929E-2	5.6207317562834355E-2	5.991652332021411E-2	6.8917768650162E-2	1.4270701401035828E-2	4.402311133451192E-2	3.628736270057067E-1	-6.912589465168434E2	6.357281955873647E-1	6.903849664984948E-1	6.357281955873647E-1	6.903849664984948E-1	641	1.0859750618118036E0	129	-4.789704554976336E3	-7.357108406447477E2
122	-4.0598692147837182E3	97	380	97	380	-4.0598692147837182E3	-6.955070124190206E2	645	138	8.195184025901597E-2	1.649265566579438E-2	5.979292846928864E-2	6.829275710067886E-2	3.3109212237829116E-2	4.503534605899311E-2	3.227785815259994E-2	4.878583691452685E-2	6.099253207565446E-2	1.0062079356483855E-1	2.559957755407928E-2	3.983388429230049E-2	5.3426480978088095E-2	3.986632015257789E-2	5.273801261371313E-2	5.571035866525478E-2	5.9386769354589836E-2	6.83084298697845E-2	1.4144526512365542E-2	4.363387950802661E-2	4.5704867728504744E-1	-6.955070124190206E2	1.2130282215327997E0	6.582821591183623E-1	1.2130282215327997E0	6.582821591183623E-1	645	5.426767056470851E-1	138	-4.786266335006487E3	-7.263971202227683E2
123	-4.044059541080224E3	95	381	95	381	-4.044059541080224E3	-6.860457872911315E2	642	131	8.111627165248572E-2	1.6170895327771568E-2	5.862640967052698E-2	6.696041250715183E-2	3.2463274340549936E-2	6.290279259474908E-2	3.1648139400187444E-2	4.783405888105344E-2	5.980260983782883E-2	9.865775127464553E-2	2.5100147450525672E-2	3.9056752680850286E-2	5.238416717931451E-2	3.9088555739862786E-2	5.1709130357932266E-2	5.4623487987861E-2	5.822817444005185E-2	6.69757795113408E-2	1.3868576554759237E-2	4.278261261055131E-2	6.835906315193891E-1	-6.860457872911315E2	6.79151650101823E-1	7.395812575251801E-1	6.79151650101823E-1	7.395812575251801E-1	642	1.0889780764197468E0	131	-4.7743501592551565E3	-7.302906181749325E2
124	-4.0452575406857068E3	94	382	94	382	-4.0452575406857068E3	-6.770062833087707E2	640	127	8.199553903401945E-2	1.6996075296021557E-2	5.926189609846056E-2	6.768623613504016E-2	3.5607100130848356E-2	6.358463327368084E-2	3.19911923548404E-2	4.8352560617433295E-2	6.045084579702407E-2	9.972716115831103E-2	2.537222283657749E-2	3.948011198917778E-2	3.7549371720132264E-2	3.95122597804105E-2	5.2269636292499734E-2	5.880924219910542E-2	5.885934416011411E-2	6.514851154321305E-2	1.4018906282007365E-2	4.3327153301082645E-2	7.093896309925889E-1	-6.770062833087707E2	6.048904138829547E-1	7.607728330262682E-1	6.048904138829547E-1	7.607728330262682E-1	640	1.2577035700444683E0	127	-4.769412804255593E3	-7.241552635698866E2
125	-4.0386994378639856E3	97	380	97	380	-4.0386994378639856E3	-6.942214222224414E2	644	135	8.124590638665061E-2	1.2291840246227932E-2	5.8720102574279266E-2	6.70674242706131E-2	3.528156724149031E-2	6.300331973474368E-2	3.1698717392178166E-2	5.5529682044831975E-2	5.989818246796531E-2	9.881541965731709E-2	2.5140260868905997E-2	4.965068776841099E-2	3.720608188679242E-2	3.915102451991145E-2	5.179176851709922E-2	5.827158699933681E-2	5.3861745631454336E-2	6.455290046783473E-2	1.3890740409165957E-2	4.293104091479087E-2	8.196537789190114E-1	-6.942214222224414E2	1.1122057875196556E0	8.40127632353465E-1	1.1122057875196556E0	8.40127632353465E-1	644	7.553706713098881E-1	135	-4.772491033470283E3	-7.33791595606297E2
126	-4.0633041170112688E3	91	385	91	385	-4.0633041170112688E3	-6.591715731268273E2	641	129	8.206952012396704E-2	1.1220359303596349E-2	5.8556326454775084E-2	6.688036665302316E-2	3.518316349354848E-2	6.282759730290725E-2	3.161030656351547E-2	5.537480432078339E-2	5.973112056820879E-2	9.853981376990943E-2	2.5070142218087503E-2	4.95122071354261E-2	3.7102310478939964E-2	3.904182847648879E-2	5.164731620012209E-2	6.088514107928999E-2	5.3711519945487896E-2	6.437285610350502E-2	1.385199777314322E-2	4.281130203527503E-2	7.588113936877782E-1	-6.591715731268273E2	6.862001179008423E-1	6.961103751825132E-1	6.862001179008423E-1	6.961103751825132E-1	641	1.0144422261424078E0	129	-4.763846140217134E3	-7.005420232058657E2
127	-4.038303730675177E3	95	379	95	379	-4.038303730675177E3	-6.852158704620331E2	643	133	6.908613986483805E-2	1.1397737502084188E-2	5.948202013494848E-2	6.793765177466067E-2	3.573936013473702E-2	6.382081380546054E-2	3.211002133023311E-2	5.625020258266338E-2	6.0675386101368044E-2	1.0009759050173223E-1	3.0513407354263382E-2	5.0294925929647225E-2	3.768884615167742E-2	3.965902521800589E-2	5.246378808452718E-2	6.184765006381608E-2	5.456062400607895E-2	6.539050098796935E-2	7.496219585925862E-3	4.3488088885362965E-2	6.922255252076911E-1	-6.852158704620331E2	9.161918508354142E-1	7.078457029742128E-1	9.161918508354142E-1	7.078457029742128E-1	643	7.725955020542646E-1	133	-4.759945787728222E3	-7.216420570530452E2
128	-4.041281154684634E3	94	383	94	383	-4.041281154684634E3	-6.8129358681797E2	639	125	7.122814583695937E-2	1.1751122737471484E-2	6.132625173642701E-2	7.004404903636796E-2	3.6847453928921685E-2	4.977863462122193E-2	3.310558798931791E-2	5.799423213911024E-2	6.255661784545113E-2	1.0442294740059745E-1	1.5253702166137879E-2	5.1854312977750845E-2	3.88573834834374E-2	4.088864767240379E-2	5.409042039626183E-2	6.376522768586222E-2	5.6252268418291486E-2	6.741792420064653E-2	7.728638811443458E-3	4.4836430915918365E-2	6.789853724321969E-1	-6.8129358681797E2	9.272365034043916E-1	7.620755731192508E-1	9.272365034043916E-1	7.620755731192508E-1	639	8.218783129452466E-1	125	-4.761136717276676E3	-7.198555625920413E2
129	-4.0459242568103346E3	93	382	93	382	-4.0459242568103346E3	-6.778778950169633E2	638	123	6.961909903914305E-2	9.403621073134645E-3	5.9940889141078174E-2	6.846175103487237E-2	3.6015068401328024E-2	4.8654133180172414E-2	3.2357731370026295E-2	5.668414000602496E-2	6.11434612281661E-2	1.0206402864510895E-1	1.903864576180923E-2	5.068292187568847E-2	3.797959356302221E-2	3.996497140888125E-2	5.800244824689793E-2	6.232476852166022E-2	6.218090406739319E-2	6.589495046918398E-2	1.5763298902834844E-2	4.382357406357368E-2	6.97410169469254E-1	-6.778778950169633E2	1.3737935241042418E0	6.769880115128785E-1	1.3737935241042418E0	6.769880115128785E-1	638	4.9278730728789594E-1	123	-4.754792322484025E3	-7.088680656736908E2
130	-4.057709210390107E3	98	381	98	381	-4.057709210390107E3	-7.0148414717255E2	647	141	7.026960068501731E-2	9.49148591295127E-3	6.050096026494484E-2	6.910143874043402E-2	3.6351583259961365E-2	4.910874397159465E-2	2.7027756251724818E-2	5.721378096486808E-2	6.1714768853692946E-2	1.0301768675810567E-1	1.9198539028512433E-2	4.498611614327778E-2	5.4559881680414146E-2	4.0338393071005584E-2	5.854440711407789E-2	5.125736305924359E-2	6.276190527246547E-2	6.441195270685707E-2	1.5910586816959338E-2	4.423304944389164E-2	4.63572351477243E-1	-7.0148414717255E2	1.0664575056098693E0	6.443106763130064E-1	1.0664575056098693E0	6.443106763130064E-1	647	6.041597278126407E-1	141	-4.790387469283425E3	-7.32678258893318E2
131	-4.041339379639511E3	96	378	96	378	-4.041339379639511E3	-6.969702236719819E2	644	136	9.384326463150307E-2	9.246756034703197E-3	5.8940994546686984E-2	6.731971701163311E-2	3.541428865436164E-2	5.030525707218982E-2	2.633086858234761E-2	5.573857236443828E-2	6.012350611504595E-2	9.803188116815528E-2	1.87035210553437E-2	4.382618746324092E-2	5.3153101612115526E-2	3.929830197088399E-2	5.703488945198205E-2	4.993573562009951E-2	6.114364301334028E-2	6.275114538034983E-2	1.576583030443574E-2	4.309253794714344E-2	4.6430145559030245E-1	-6.969702236719819E2	5.630847626340221E-1	7.414821792285677E-1	5.630847626340221E-1	7.414821792285677E-1	644	1.3168216020622376E0	136	-4.780178507360262E3	-7.388391277207506E2
132	-4.0530404018804825E3	91	384	91	384	-4.0530404018804825E3	-6.614359434551263E2	639	125	9.405216620762587E-2	9.267339951058384E-3	5.9072201263625036E-2	6.746957534236248E-2	3.659028220262804E-2	5.0417240042208065E-2	2.638948291092126E-2	5.5862650268840776E-2	6.02573451842512E-2	9.825010689342951E-2	1.8745156382533667E-2	4.572816218135704E-2	5.327142408039482E-2	3.938578270008607E-2	5.716185304758259E-2	5.004689600989256E-2	6.127975297760391E-2	5.776319131691012E-2	1.5800926129505486E-2	4.318846490718302E-2	5.705418391175956E-1	-6.614359434551263E2	8.266118425139963E-1	7.282251463606667E-1	8.266118425139963E-1	7.282251463606667E-1	639	8.809759416776518E-1	125	-4.757635434824049E3	-7.04595032943567E2
133	-4.050767042899701E3	94	384	94	384	-4.050767042899701E3	-6.801402160679261E2	640	127	9.535799349274382E-2	9.396008389612374E-3	5.627324591043063E-2	6.840632795476785E-2	3.709830440771877E-2	5.111723676043483E-2	2.6755876458403858E-2	5.890466529273952E-2	6.539896397791385E-2	9.961421869989201E-2	1.9005415530782086E-2	4.636305539309758E-2	3.717467702634589E-2	3.993261784242571E-2	5.7955492475436444E-2	5.0741750843973775E-2	6.213056563498378E-2	5.856517977011168E-2	1.6020307365494164E-2	4.378809677269114E-2	5.599822612106584E-1	-6.801402160679261E2	1.3941531272351084E0	7.739011567857029E-1	1.3941531272351084E0	7.739011567857029E-1	640	5.551048458504035E-1	127	-4.770447347248712E3	-7.196803043490105E2
134	-4.050093756886328E3	92	382	92	382	-4.050093756886328E3	-6.735208448343789E2	640	127	9.634484356330139E-2	9.493246714399002E-3	5.6855611946702536E-2	6.911425800967073E-2	3.7482230945823924E-2	5.1646243788121306E-2	2.609536009071806E-2	5.951426361765324E-2	6.60757711322182E-2	9.123362900340884E-2	1.920210062209491E-2	4.6842861886608E-2	3.7559393936829076E-2	4.0345876398860676E-2	5.8555267908451766E-2	5.1266872006515855E-2	6.277354847087294E-2	5.917126479425545E-2	1.6186099879314148E-2	4.424125528417974E-2	4.97555862744334E-1	-6.735208448343789E2	7.558330282700564E-1	6.832655899304959E-1	7.558330282700564E-1	6.832655899304959E-1	640	9.039901200061975E-1	127	-4.763338723673669E3	-7.132449667873408E2
135	-4.055176672144191E3	96	381	96	381	-4.055176672144191E3	-6.900265668575996E2	642	131	9.680846935168723E-2	1.5597067055357485E-2	5.712920964989078E-2	6.944684615007683E-2	3.7662601043797046E-2	5.18947732330594E-2	2.622093486408227E-2	5.980065515008443E-2	6.639373761959175E-2	9.167265886333295E-2	1.929450400052516E-2	4.706827673984982E-2	3.774013535464886E-2	4.054002678679763E-2	5.883704461018426E-2	5.1513575857734216E-2	6.30756241691999E-2	5.945600576507865E-2	1.0736929539340958E-2	3.91109241956801E-2	4.703829568164415E-1	-6.900265668575996E2	1.067029471648024E0	6.934457681710892E-1	1.067029471648024E0	6.934457681710892E-1	642	6.498843627065559E-1	131	-4.780598300142047E3	-7.254216279978564E2
136	-4.037870202123008E3	97	378	97	378	-4.037870202123008E3	-6.946624551915367E2	644	135	9.160072875709495E-2	1.4758034274396082E-2	5.405598572410082E-2	6.57110040044035E-2	3.563656904817499E-2	5.308229122603673E-2	2.4810398907524855E-2	5.0886638120157895E-2	6.282213520769771E-2	1.1018915573779556E-1	1.82565703113659E-2	4.4536273319723985E-2	3.570993245765009E-2	5.192266032077982E-2	5.5671948955493454E-2	6.1904008321628644E-2	5.9682517236356286E-2	5.625761354910136E-2	1.5498553801992391E-2	3.700698071852487E-2	3.528124705392789E-1	-6.946624551915367E2	7.647094787585667E-1	6.952671542821531E-1	7.647094787585667E-1	6.952671542821531E-1	644	9.091912335268205E-1	135	-4.7748539081202625E3	-7.369837059972543E2
137	-4.041309630954911E3	97	379	97	379	-4.041309630954911E3	-6.98439899134146E2	643	133	9.07989065747262E-2	1.462885059420126E-2	5.358280948378586E-2	6.513580617190402E-2	3.6429844802936054E-2	5.261763816952163E-2	2.4593222379920756E-2	4.8151166993183545E-2	6.206667000783564E-2	1.0922462073326147E-1	1.8096762379177435E-2	5.4290248955235515E-2	3.539734743388503E-2	5.146815803266812E-2	5.5184627465654786E-2	6.136213482647943E-2	5.916008944709037E-2	5.5765165474911726E-2	1.5362888022891147E-2	3.668304205073007E-2	3.617936575849648E-1	-6.98439899134146E2	6.747048990057212E-1	6.923577152639675E-1	6.747048990057212E-1	6.923577152639675E-1	643	1.0261637588288752E0	133	-4.776068000784595E3	-7.347583698296836E2
138	-4.0573852472343406E3	92	384	92	384	-4.0573852472343406E3	-6.72690952855125E2	638	123	9.027249976389409E-2	1.4544039808720101E-2	5.327216305730526E-2	5.949068100082192E-2	3.6218642717522835E-2	5.2312587325329576E-2	2.8400744474069543E-2	4.7872010523013216E-2	6.170683838595476E-2	1.0859139081416301E-1	1.7991846369395208E-2	5.397550114725077E-2	3.519213125367417E-2	5.116977130146797E-2	5.4864694496778714E-2	6.1006387748476096E-2	5.881710873081098E-2	5.544186683596816E-2	1.5273821654204808E-2	4.358527259117878E-2	5.001669022608863E-1	-6.72690952855125E2	3.620159838900257E-1	6.589137048582696E-1	3.620159838900257E-1	6.589137048582696E-1	638	1.820123238145298E0	123	-4.785026660790279E3	-7.27641413555938E2
